ticker,date,open_price,close_price,high_price,low_price,volume_traded,market_cap
SCOM,2022-07-28,95.63,96.36,97.7,94.73,470522,45340795
SCOM,2022-07-29,97.4,96.51,99.22,95.11,291504,28133506
SCOM,2022-08-01,96.52,96.49,97.65,94.65,168253,16234401
SCOM,2022-08-02,98.21,97.21,99.4,95.78,416491,40489104
SCOM,2022-08-03,95.36,95.29,95.86,93.46,876453,83519542
SCOM,2022-08-04,96.45,96.42,98.32,95.15,998722,96298756
SCOM,2022-08-05,95.11,94.86,95.31,93.62,425976,40410083
SCOM,2022-08-08,95.32,94.93,95.42,93.99,443048,42057149
SCOM,2022-08-09,98.3,98.72,99.56,97.27,992014,97934314
SCOM,2022-08-10,94.71,95.42,96.14,93.45,244898,23367867
SCOM,2022-08-11,95.03,95.97,96.31,93.74,410010,39346663
SCOM,2022-08-12,95.75,95.71,97.7,95.7,356140,34087058
SCOM,2022-08-15,98.17,97.32,98.83,96.83,959167,93348683
SCOM,2022-08-16,95.48,95.54,97.54,93.88,796460,76097724
SCOM,2022-08-17,95.55,95.11,96.37,94.65,526394,50067485
SCOM,2022-08-18,96.06,95.27,97.46,94.67,259495,24721376
SCOM,2022-08-19,94.62,94.98,96.64,94.33,915721,86979207
SCOM,2022-08-22,97.76,97.99,98.08,96.51,352873,34577476
SCOM,2022-08-23,98.19,98.44,98.71,97.96,833578,82056678
SCOM,2022-08-24,98.38,98.2,99.93,97.23,316604,31089584
SCOM,2022-08-25,97.28,97.66,98.35,96.85,228827,22347996
SCOM,2022-08-26,95.46,95.55,97.48,95.17,879460,84030640
SCOM,2022-08-29,98.4,97.5,98.7,96.43,477616,46569608
SCOM,2022-08-30,95.69,95.49,97.66,94.42,820506,78349308
SCOM,2022-08-31,95.17,94.2,96.3,92.33,764534,72015896
SCOM,2022-09-01,96.99,96.68,98.9,94.87,367395,35518393
SCOM,2022-09-02,96.59,95.74,97.96,94.73,62127,5947779
SCOM,2022-09-05,95.44,95.08,97.07,94.01,342548,32570554
SCOM,2022-09-06,98.09,98.31,98.63,96.16,245851,24169941
SCOM,2022-09-07,97.65,97.82,98.35,97.58,285381,27914692
SCOM,2022-09-08,97.87,98.82,99.83,96.96,257541,25451415
SCOM,2022-09-09,98.06,98.1,99.44,96.43,770691,75607174
SCOM,2022-09-12,96.27,96.97,98.69,96.07,631535,61242497
SCOM,2022-09-13,97.65,96.81,98.55,96.61,229606,22228605
SCOM,2022-09-14,95.0,95.25,95.96,93.42,215603,20535424
SCOM,2022-09-15,94.98,94.53,95.62,93.0,23265,2199250
SCOM,2022-09-16,95.1,95.84,97.02,94.85,231711,22206238
SCOM,2022-09-19,96.4,95.63,97.31,93.93,105310,10071283
SCOM,2022-09-20,96.62,97.25,99.12,95.59,370400,36021155
SCOM,2022-09-21,96.03,96.09,97.26,94.44,638151,61319273
SCOM,2022-09-22,96.48,96.46,98.18,94.8,867617,83693601
SCOM,2022-09-23,96.95,97.82,99.27,95.11,628821,61508892
SCOM,2022-09-26,97.77,97.74,98.44,97.53,334809,32725676
SCOM,2022-09-27,97.69,96.9,99.25,96.56,374765,36315002
SCOM,2022-09-28,95.82,94.89,96.47,93.81,863415,81933074
SCOM,2022-09-29,94.92,94.52,96.27,93.86,164607,15558745
SCOM,2022-09-30,95.63,95.12,96.54,93.6,772945,73518950
SCOM,2022-10-03,94.9,95.23,95.71,93.92,874358,83265186
SCOM,2022-10-04,95.95,96.08,96.49,94.47,151774,14582132
SCOM,2022-10-05,96.45,97.08,98.45,96.08,518670,50353817
SCOM,2022-10-06,97.49,97.12,99.3,96.87,237600,23076832
SCOM,2022-10-07,96.67,96.14,96.92,95.89,114126,10972198
SCOM,2022-10-10,98.5,98.25,100.35,97.16,917153,90113956
SCOM,2022-10-11,98.25,98.24,99.16,98.17,531397,52205182
SCOM,2022-10-12,97.28,96.39,97.51,96.38,839374,80905425
SCOM,2022-10-13,97.94,98.67,99.88,96.49,721058,71150229
SCOM,2022-10-14,95.2,94.77,95.95,93.26,486785,46132583
SCOM,2022-10-17,95.38,95.0,96.62,93.73,722917,68678901
SCOM,2022-10-18,98.33,98.6,100.21,97.4,412935,40716673
SCOM,2022-10-19,98.52,99.0,99.24,97.01,156429,15486576
SCOM,2022-10-20,96.64,96.62,97.89,94.73,789966,76325978
SCOM,2022-10-21,97.29,96.63,98.74,95.62,182106,17597430
SCOM,2022-10-24,94.73,95.21,96.66,94.45,617317,58776059
SCOM,2022-10-25,96.57,97.42,97.45,95.11,330580,32203714
SCOM,2022-10-26,95.61,95.59,96.43,93.62,87924,8404838
SCOM,2022-10-27,97.19,96.8,98.11,96.24,37472,3627250
SCOM,2022-10-28,97.94,97.97,99.02,96.82,694643,68050816
SCOM,2022-10-31,96.88,96.55,98.33,95.53,376047,36305668
SCOM,2022-11-01,95.06,96.0,96.05,93.46,840445,80683636
SCOM,2022-11-02,96.04,95.22,96.55,95.03,489095,46569460
SCOM,2022-11-03,97.17,97.73,99.61,95.78,395781,38680566
SCOM,2022-11-04,95.16,96.0,96.19,93.25,381687,36642623
SCOM,2022-11-07,97.41,97.21,99.25,95.91,383410,37272705
SCOM,2022-11-08,97.66,98.52,99.49,97.03,554475,54625755
SCOM,2022-11-09,94.8,94.79,95.05,93.99,541930,51371418
SCOM,2022-11-10,98.32,97.53,98.86,96.49,302926,29544929
SCOM,2022-11-11,96.09,95.39,97.69,93.98,852843,81354197
SCOM,2022-11-14,97.83,97.59,97.93,97.24,407797,39797551
SCOM,2022-11-15,98.54,99.1,99.88,97.38,907691,89952750
SCOM,2022-11-16,94.61,94.61,95.38,92.67,970082,91783042
SCOM,2022-11-17,97.17,97.47,99.21,95.38,503244,49053120
SCOM,2022-11-18,95.46,94.9,96.92,93.9,510850,48479523
SCOM,2022-11-21,97.02,96.36,98.62,94.92,861563,83016737
SCOM,2022-11-22,96.82,97.61,98.18,96.17,555865,54256109
SCOM,2022-11-23,96.2,96.3,97.54,94.87,481022,46320784
SCOM,2022-11-24,98.56,99.32,100.27,97.52,638580,63426429
SCOM,2022-11-25,98.49,99.18,100.18,96.53,906618,89918052
SCOM,2022-11-28,95.96,96.76,98.64,94.62,513150,49651545
SCOM,2022-11-29,94.86,94.96,96.14,93.55,228980,21743221
SCOM,2022-11-30,97.08,97.3,99.0,96.0,649724,63216106
SCOM,2022-12-01,96.85,97.37,98.8,96.43,908599,88470762
SCOM,2022-12-02,95.16,94.37,96.23,94.2,915352,86379013
SCOM,2022-12-05,95.17,94.95,97.07,94.31,775523,73632451
SCOM,2022-12-06,97.39,96.98,98.73,95.57,632561,61343532
SCOM,2022-12-07,95.84,96.41,97.29,94.87,342336,33003732
SCOM,2022-12-08,95.25,95.38,96.39,95.22,322865,30795251
SCOM,2022-12-09,96.7,97.32,98.04,95.65,323651,31496716
SCOM,2022-12-12,97.51,97.14,98.19,96.75,785372,76292707
SCOM,2022-12-13,96.9,97.2,97.26,95.67,564636,54882458
SCOM,2022-12-14,96.78,96.5,96.94,96.11,272512,26296692
SCOM,2022-12-15,95.86,96.22,97.97,95.38,696296,66999267
SCOM,2022-12-16,97.46,97.54,98.56,96.98,533238,52012271
SCOM,2022-12-19,95.1,94.93,96.62,93.13,109083,10354946
SCOM,2022-12-20,95.59,95.88,97.18,93.94,989651,94883637
SCOM,2022-12-21,97.9,98.63,99.46,96.5,800073,78913544
SCOM,2022-12-22,97.43,96.45,98.47,96.37,604486,58302187
SCOM,2022-12-23,97.7,97.59,98.59,95.68,874609,85355353
SCOM,2022-12-26,98.38,98.72,98.85,97.44,55712,5500045
SCOM,2022-12-27,96.76,97.02,97.53,95.16,191902,18618478
SCOM,2022-12-28,95.25,95.26,96.92,93.92,285478,27194648
SCOM,2022-12-29,98.34,99.16,99.58,98.26,429924,42632139
SCOM,2022-12-30,96.92,97.82,97.92,96.71,386460,37802313
EQTY,2018-01-01,55.82,55.31,56.74,54.05,537938,29753021
EQTY,2018-01-02,59.67,59.2,61.34,58.35,239767,14195226
EQTY,2018-01-03,57.36,57.86,59.25,55.38,263807,15263792
EQTY,2018-01-04,57.95,58.65,59.54,56.11,820364,48113160
EQTY,2018-01-05,58.44,59.21,59.61,56.69,834464,49405633
EQTY,2018-01-08,58.35,58.39,58.44,57.52,766572,44761268
EQTY,2018-01-09,59.47,58.56,60.17,56.85,260768,15271365
EQTY,2018-01-10,56.21,55.83,57.98,54.28,627574,35036946
EQTY,2018-01-11,58.75,58.76,60.74,57.82,578482,33993152
EQTY,2018-01-12,57.05,57.22,57.43,55.59,177567,10161021
EQTY,2018-01-15,58.77,58.31,59.95,56.87,511738,29838767
EQTY,2018-01-16,56.71,56.69,56.86,55.46,380579,21576890
EQTY,2018-01-17,57.92,57.15,58.17,56.09,279357,15963858
EQTY,2018-01-18,58.56,58.06,59.87,57.67,887860,51552811
EQTY,2018-01-19,57.86,58.8,59.77,57.73,758597,44604832
EQTY,2018-01-22,58.12,57.22,58.31,57.15,638758,36549464
EQTY,2018-01-23,59.33,58.71,60.56,57.9,296629,17416218
EQTY,2018-01-24,58.45,59.41,60.79,56.68,870986,51744677
EQTY,2018-01-25,56.78,57.4,57.51,55.7,726605,41707004
EQTY,2018-01-26,59.44,59.97,61.29,57.79,262773,15759428
EQTY,2018-01-29,58.89,58.98,60.28,57.38,796064,46955551
EQTY,2018-01-30,56.17,56.23,56.48,54.99,315745,17754127
EQTY,2018-01-31,57.14,56.96,59.08,56.73,844799,48115942
EQTY,2018-02-01,59.51,59.27,60.36,57.84,151707,8992272
EQTY,2018-02-02,55.97,56.38,56.86,55.19,430628,24278752
EQTY,2018-02-05,56.23,55.97,56.28,55.53,859104,48084842
EQTY,2018-02-06,59.56,59.77,61.74,57.87,341080,20387004
EQTY,2018-02-07,56.04,56.66,58.2,54.21,109862,6224674
EQTY,2018-02-08,57.1,57.95,58.36,55.35,801841,46463903
EQTY,2018-02-09,58.9,58.92,59.38,57.21,491153,28937751
EQTY,2018-02-12,56.54,56.62,58.09,55.29,91948,5205778
EQTY,2018-02-13,58.87,58.25,59.01,56.25,692923,40361852
EQTY,2018-02-14,58.65,57.81,59.37,56.09,791608,45760167
EQTY,2018-02-15,59.31,60.16,60.18,59.16,502134,30210199
EQTY,2018-02-16,59.18,59.18,59.3,57.75,528467,31272533
EQTY,2018-02-19,56.46,57.07,59.0,55.92,856278,48866624
EQTY,2018-02-20,59.62,60.01,61.36,59.14,844569,50686376
EQTY,2018-02-21,57.47,57.14,58.52,55.97,846659,48379098
EQTY,2018-02-22,56.74,55.79,57.31,54.68,595581,33228251
EQTY,2018-02-23,58.72,59.63,60.12,58.08,951208,56725090
EQTY,2018-02-26,57.32,57.67,58.05,55.68,256476,14791256
EQTY,2018-02-27,58.33,58.01,59.82,56.91,888752,51557405
EQTY,2018-02-28,56.02,56.78,56.94,54.61,509471,28928408
EQTY,2018-03-01,55.94,55.7,57.8,54.69,20514,1142572
EQTY,2018-03-02,59.47,59.95,60.12,58.13,643389,38572109
EQTY,2018-03-05,57.06,57.5,58.08,56.56,219272,12608473
EQTY,2018-03-06,57.52,57.12,58.29,55.42,953709,54479549
EQTY,2018-03-07,57.27,58.08,58.14,55.73,242362,14077388
EQTY,2018-03-08,58.03,58.1,59.29,57.3,964570,56039613
EQTY,2018-03-09,57.79,57.73,58.3,56.1,811123,46829936
EQTY,2018-03-12,59.45,59.07,61.19,57.54,51708,3054272
EQTY,2018-03-13,55.93,56.28,57.34,54.61,365992,20597569
EQTY,2018-03-14,57.19,57.19,58.64,56.96,509964,29166469
EQTY,2018-03-15,58.31,58.87,60.41,56.37,855753,50379162
EQTY,2018-03-16,58.94,59.32,60.43,57.54,664986,39448161
EQTY,2018-03-19,58.98,59.07,60.93,57.08,923591,54560692
EQTY,2018-03-20,57.06,57.87,59.05,56.89,426443,24678443
EQTY,2018-03-21,58.42,57.87,59.62,56.47,715591,41410467
EQTY,2018-03-22,56.78,56.6,58.57,54.8,722494,40890690
EQTY,2018-03-23,59.27,59.14,59.67,58.26,234872,13889283
EQTY,2018-03-26,56.42,55.9,57.25,55.39,57013,3186842
EQTY,2018-03-27,55.97,56.43,57.55,55.25,45282,2555075
EQTY,2018-03-28,57.09,57.58,59.37,55.58,927374,53402358
EQTY,2018-03-29,59.44,59.22,61.02,58.67,546343,32356820
EQTY,2018-03-30,58.94,58.43,59.06,58.16,449756,26278440
EQTY,2018-04-02,58.13,58.18,59.93,58.05,190645,11091900
EQTY,2018-04-03,58.33,57.79,60.06,57.17,181172,10470442
EQTY,2018-04-04,57.82,57.62,58.42,56.26,125074,7207359
EQTY,2018-04-05,56.0,56.58,57.01,54.64,812207,45951356
EQTY,2018-04-06,57.95,58.43,59.76,57.24,98697,5767258
EQTY,2018-04-09,57.23,56.84,57.28,56.84,683882,38874379
EQTY,2018-04-10,56.92,56.83,58.55,54.97,703812,40000784
EQTY,2018-04-11,56.68,56.14,57.36,55.14,831247,46664142
EQTY,2018-04-12,58.54,59.19,60.9,57.71,991714,58697369
EQTY,2018-04-13,58.53,58.01,59.46,56.83,534658,31017335
EQTY,2018-04-16,56.01,56.66,57.52,54.81,236009,13372737
EQTY,2018-04-17,58.85,57.89,59.95,56.17,976894,56548115
EQTY,2018-04-18,57.54,56.99,59.41,56.3,421267,24008194
EQTY,2018-04-19,58.36,58.78,59.14,56.59,67175,3948554
EQTY,2018-04-20,59.46,58.8,59.68,57.66,127752,7511903
EQTY,2018-04-23,59.12,59.59,61.36,58.25,175486,10457793
EQTY,2018-04-24,59.68,59.49,60.25,58.38,475448,28285270
EQTY,2018-04-25,58.05,57.4,59.98,57.05,300693,17260536
EQTY,2018-04-26,57.99,58.99,59.57,57.43,360002,21237376
EQTY,2018-04-27,58.11,57.24,60.06,56.15,978121,55988641
EQTY,2018-04-30,59.61,59.07,61.37,58.41,214335,12660690
EQTY,2018-05-01,57.75,58.36,58.46,56.54,600642,35055532
EQTY,2018-05-02,56.85,57.33,58.23,54.88,256889,14726760
EQTY,2018-05-03,56.26,56.11,57.36,54.91,556707,31236878
EQTY,2018-05-04,59.2,60.08,61.69,57.5,45169,2713804
EQTY,2018-05-07,57.35,57.01,57.6,56.8,547732,31227184
EQTY,2018-05-08,57.57,57.15,59.5,56.52,629114,35950983
EQTY,2018-05-09,56.3,55.49,57.46,54.24,65612,3641093
EQTY,2018-05-10,57.44,58.04,59.52,56.59,903844,52456482
EQTY,2018-05-11,57.96,57.32,58.16,57.21,104154,5970460
EQTY,2018-05-14,58.89,58.84,59.15,58.37,572229,33670630
EQTY,2018-05-15,59.45,59.64,61.26,57.85,10801,644203
EQTY,2018-05-16,59.61,60.54,60.97,57.98,959953,58112895
EQTY,2018-05-17,57.78,57.02,59.7,56.44,701505,40002604
EQTY,2018-05-18,56.06,56.08,57.92,54.25,160641,9009357
EQTY,2018-05-21,57.27,56.48,58.61,55.9,675491,38150411
EQTY,2018-05-22,59.36,58.7,59.61,58.53,95192,5587542
EQTY,2018-05-23,57.03,57.7,58.32,56.01,566357,32680826
EQTY,2018-05-24,55.99,55.45,57.85,53.63,184588,10234512
EQTY,2018-05-25,58.11,57.33,59.13,55.86,574376,32928383
EQTY,2018-05-28,59.34,59.61,59.75,57.53,22818,1360200
EQTY,2018-05-29,58.96,58.43,59.36,57.0,55784,3259504
EQTY,2018-05-30,56.42,56.58,58.5,55.42,658140,37237205
EQTY,2018-05-31,58.64,58.31,59.29,57.74,62335,3634671
EQTY,2018-06-01,56.48,55.86,58.01,55.33,626552,34998117
EQTY,2018-06-04,55.74,54.89,56.82,53.19,17086,937920
EQTY,2018-06-05,59.43,58.85,60.15,58.55,952529,56051930
EQTY,2018-06-06,58.34,58.36,59.32,56.67,125981,7352692
EQTY,2018-06-07,57.67,58.46,60.08,57.66,412641,24124699
EQTY,2018-06-08,57.39,56.85,57.79,56.78,264174,15018619
EQTY,2018-06-11,58.76,59.29,60.0,58.21,605597,35903813
EQTY,2018-06-12,59.11,59.08,59.94,57.12,547738,32358608
EQTY,2018-06-13,59.41,59.71,60.47,57.9,901907,53852539
EQTY,2018-06-14,59.35,59.58,60.4,57.48,544255,32426028
EQTY,2018-06-15,56.39,57.09,58.85,55.29,753804,43037993
EQTY,2018-06-18,57.32,57.62,59.01,56.04,38261,2204414
EQTY,2018-06-19,58.32,58.34,58.66,58.21,590464,34450150
EQTY,2018-06-20,57.61,57.24,59.14,56.24,953061,54553128
EQTY,2018-06-21,56.93,57.11,58.19,56.92,541598,30932432
EQTY,2018-06-22,57.97,58.5,58.77,57.51,743946,43518305
EQTY,2018-06-25,59.6,60.18,60.67,57.78,394755,23756084
EQTY,2018-06-26,55.73,56.37,57.09,54.65,244484,13782025
EQTY,2018-06-27,56.88,56.63,57.89,55.99,945709,53551869
EQTY,2018-06-28,59.52,59.8,60.4,59.27,118237,7071015
EQTY,2018-06-29,59.32,60.02,60.85,59.09,829945,49810715
EQTY,2018-07-02,58.11,57.23,58.94,56.14,60762,3477580
EQTY,2018-07-03,56.37,56.13,57.08,55.87,712290,39982692
EQTY,2018-07-04,56.48,56.55,58.42,54.81,32369,1830610
EQTY,2018-07-05,57.6,58.35,58.43,55.99,401413,23422379
EQTY,2018-07-06,55.83,56.72,57.2,55.35,555893,31531801
EQTY,2018-07-09,56.34,57.14,57.94,55.43,837401,47845579
EQTY,2018-07-10,57.09,57.33,57.41,56.71,830848,47632686
EQTY,2018-07-11,57.18,57.56,58.33,56.49,847742,48795668
EQTY,2018-07-12,55.71,55.19,56.12,54.69,79672,4396951
EQTY,2018-07-13,56.82,56.21,57.83,54.48,605976,34059758
EQTY,2018-07-16,59.31,58.46,61.1,58.01,128371,7504760
EQTY,2018-07-17,58.97,59.89,61.48,57.76,772476,46264412
EQTY,2018-07-18,56.01,56.48,57.71,56.0,622082,35132280
EQTY,2018-07-19,58.37,57.94,59.54,56.77,753787,43674511
EQTY,2018-07-20,59.16,59.99,61.99,58.85,744782,44681224
EQTY,2018-07-23,58.36,58.93,59.72,57.07,956301,56352095
EQTY,2018-07-24,59.44,58.59,60.81,57.02,533277,31246005
EQTY,2018-07-25,56.53,56.5,58.28,55.45,795890,44967485
EQTY,2018-07-26,57.58,57.12,58.5,55.35,208017,11882200
EQTY,2018-07-27,56.69,57.49,59.31,54.81,916073,52666683
EQTY,2018-07-30,56.84,56.71,58.11,55.81,742558,42112584
EQTY,2018-07-31,55.84,55.84,56.15,55.47,256256,14308575
EQTY,2018-08-01,55.76,54.8,57.7,54.35,819052,44881789
EQTY,2018-08-02,56.44,56.58,57.86,55.32,71264,4032342
EQTY,2018-08-03,55.74,55.26,56.55,54.34,316369,17481388
EQTY,2018-08-06,58.3,57.33,59.61,56.1,150302,8617390
EQTY,2018-08-07,55.86,56.85,57.81,54.34,721232,40999012
EQTY,2018-08-08,56.21,55.93,57.4,54.26,885729,49535782
EQTY,2018-08-09,58.32,57.87,60.26,57.23,813789,47095995
EQTY,2018-08-10,59.54,59.77,60.29,59.41,504649,30161665
EQTY,2018-08-13,58.36,58.42,60.36,56.91,571700,33397117
EQTY,2018-08-14,59.38,59.19,59.76,58.16,545607,32296623
EQTY,2018-08-15,56.95,56.6,56.97,55.2,763772,43231514
EQTY,2018-08-16,56.19,56.26,58.02,55.37,273389,15381605
EQTY,2018-08-17,58.77,57.91,59.72,57.56,602337,34879479
EQTY,2018-08-20,56.84,56.76,58.18,56.43,500783,28422999
EQTY,2018-08-21,55.73,56.56,56.96,53.76,739992,41854349
EQTY,2018-08-22,56.21,57.1,57.37,54.66,731075,41745404
EQTY,2018-08-23,55.89,56.14,57.39,54.11,186637,10477472
EQTY,2018-08-24,57.48,57.71,59.25,57.27,899566,51916199
EQTY,2018-08-27,56.83,57.47,58.64,55.81,407693,23429203
EQTY,2018-08-28,57.55,57.18,58.71,55.72,199977,11434845
EQTY,2018-08-29,59.16,59.16,60.04,57.94,734276,43441243
EQTY,2018-08-30,59.14,59.06,59.67,58.58,456476,26959567
EQTY,2018-08-31,58.98,58.67,60.59,57.96,515111,30220864
EQTY,2018-09-03,57.61,58.59,60.13,57.19,958201,56143209
EQTY,2018-09-04,57.0,57.97,58.24,56.37,637395,36947510
EQTY,2018-09-05,56.62,57.46,58.65,55.86,983232,56498043
EQTY,2018-09-06,56.72,57.55,57.78,55.21,972816,55988316
EQTY,2018-09-07,56.41,57.04,58.12,56.15,198210,11305070
EQTY,2018-09-10,57.57,57.1,59.04,55.83,392601,22416304
EQTY,2018-09-11,56.04,56.87,57.45,55.05,589294,33510692
EQTY,2018-09-12,57.33,57.1,58.92,56.18,499464,28518188
EQTY,2018-09-13,59.19,58.34,60.9,56.77,325594,18993809
EQTY,2018-09-14,56.13,55.34,56.16,54.24,34142,1889305
EQTY,2018-09-17,56.68,55.95,57.29,54.16,566823,31711878
EQTY,2018-09-18,59.14,59.23,60.37,58.45,271674,16091623
EQTY,2018-09-19,55.74,55.63,55.83,54.54,762158,42396364
EQTY,2018-09-20,57.18,56.46,58.57,56.13,89064,5028710
EQTY,2018-09-21,57.44,58.08,59.89,57.2,846209,49147617
EQTY,2018-09-24,58.49,59.14,59.25,57.53,931806,55104462
EQTY,2018-09-25,56.36,56.98,58.69,54.53,647233,36880079
EQTY,2018-09-26,59.42,59.68,60.47,58.91,875847,52269836
EQTY,2018-09-27,55.88,56.32,57.21,55.37,989013,55702182
EQTY,2018-09-28,58.97,58.79,59.63,57.3,285236,16769109
EQTY,2018-10-01,56.47,56.24,57.44,55.53,677972,38131275
EQTY,2018-10-02,56.21,55.46,56.5,55.4,862681,47840743
EQTY,2018-10-03,59.2,58.81,59.39,57.29,253950,14934204
EQTY,2018-10-04,58.34,57.44,58.55,55.68,663668,38122258
EQTY,2018-10-05,56.54,56.54,57.63,55.97,795838,44999980
EQTY,2018-10-08,57.92,57.61,59.85,56.51,197840,11396781
EQTY,2018-10-09,57.68,57.0,59.63,56.68,710731,40509721
EQTY,2018-10-10,57.1,58.03,59.64,55.84,871549,50578927
EQTY,2018-10-11,56.8,57.58,57.66,54.98,999826,57569014
EQTY,2018-10-12,58.56,58.52,59.37,58.22,863161,50512484
EQTY,2018-10-15,57.81,57.42,58.54,57.28,403852,23188233
EQTY,2018-10-16,59.6,59.81,60.05,58.95,911832,54535641
EQTY,2018-10-17,56.69,56.75,57.72,55.28,607597,34482881
EQTY,2018-10-18,58.96,59.44,60.77,58.49,872219,51848186
EQTY,2018-10-19,58.0,57.43,59.72,55.54,793540,45572339
EQTY,2018-10-22,56.03,57.01,58.58,54.18,796166,45391880
EQTY,2018-10-23,59.55,58.83,60.57,57.17,843142,49603977
EQTY,2018-10-24,57.66,57.69,58.22,56.75,361637,20861809
EQTY,2018-10-25,58.41,58.96,60.07,57.12,394546,23263025
EQTY,2018-10-26,57.69,57.78,58.12,56.17,292745,16914458
EQTY,2018-10-29,56.41,56.84,58.25,55.94,453035,25751632
EQTY,2018-10-30,57.52,57.6,59.3,56.56,699317,40281581
EQTY,2018-10-31,56.32,57.03,58.06,56.11,974986,55605974
EQTY,2018-11-01,58.4,58.67,58.87,57.19,486984,28570375
EQTY,2018-11-02,56.76,56.08,57.48,55.58,374550,21006273
EQTY,2018-11-05,56.06,55.92,56.41,53.95,504166,28194760
EQTY,2018-11-06,58.02,58.26,58.83,56.23,165146,9621677
EQTY,2018-11-07,56.85,56.7,58.15,56.65,871309,49400922
EQTY,2018-11-08,58.06,58.18,59.66,56.44,704096,40965601
EQTY,2018-11-09,59.28,59.66,60.16,59.15,807278,48159698
EQTY,2018-11-12,56.31,56.24,57.32,55.07,773043,43479779
EQTY,2018-11-13,57.69,57.35,57.83,57.17,802515,46026596
EQTY,2018-11-14,57.49,57.0,59.14,56.03,838753,47808719
EQTY,2018-11-15,59.16,58.76,59.55,58.53,195151,11466732
EQTY,2018-11-16,56.49,56.87,57.65,55.66,797506,45354005
EQTY,2018-11-19,57.92,57.98,59.44,57.81,772857,44807319
EQTY,2018-11-20,58.37,57.94,59.29,57.55,727278,42138703
EQTY,2018-11-21,58.97,59.66,60.7,57.25,321896,19204595
EQTY,2018-11-22,56.82,56.08,58.1,55.93,736797,41318052
EQTY,2018-11-23,58.72,59.63,61.17,57.03,476152,28393148
EQTY,2018-11-26,56.73,57.03,57.26,55.66,595768,33976917
EQTY,2018-11-27,57.54,57.89,58.89,57.35,847366,49056783
EQTY,2018-11-28,58.14,57.95,58.59,57.43,898752,52078340
EQTY,2018-11-29,59.09,59.31,59.39,57.28,251504,14916409
EQTY,2018-11-30,57.24,57.91,59.21,56.01,691376,40039028
EQTY,2018-12-03,56.87,56.54,57.49,56.5,222079,12556944
EQTY,2018-12-04,57.3,57.29,58.63,57.27,929006,53224654
EQTY,2018-12-05,55.74,54.93,55.85,53.48,30946,1699768
EQTY,2018-12-06,57.69,57.5,59.05,56.66,295815,17008562
EQTY,2018-12-07,58.1,58.72,58.94,57.31,773580,45422123
EQTY,2018-12-10,56.39,55.93,56.81,54.72,877424,49073589
EQTY,2018-12-11,59.11,58.53,60.44,57.45,567985,33245117
EQTY,2018-12-12,59.59,59.14,61.18,58.69,283280,16754100
EQTY,2018-12-13,57.36,57.02,58.58,55.16,69155,3943120
EQTY,2018-12-14,56.6,56.59,58.53,55.05,131937,7466299
EQTY,2018-12-17,58.99,58.56,59.47,56.98,995730,58307464
EQTY,2018-12-18,57.0,57.45,58.76,55.08,792065,45500541
EQTY,2018-12-19,57.12,57.35,58.52,56.03,449948,25804275
EQTY,2018-12-20,57.41,56.96,58.18,55.29,850597,48449336
EQTY,2018-12-21,57.71,58.39,59.79,56.13,635107,37081603
EQTY,2018-12-24,59.01,59.67,60.26,57.26,243746,14545107
EQTY,2018-12-25,58.07,59.05,59.38,57.98,636776,37599590
EQTY,2018-12-26,56.72,57.37,58.78,54.82,407751,23394445
EQTY,2018-12-27,58.35,58.28,59.61,57.38,678640,39552699
EQTY,2018-12-28,57.88,57.34,59.02,55.7,37757,2165027
EQTY,2018-12-31,58.36,57.59,59.8,56.59,252955,14566831
EQTY,2019-01-01,57.07,57.74,58.29,55.61,292081,16863962
EQTY,2019-01-02,57.17,57.26,57.55,55.68,241615,13834389
EQTY,2019-01-03,57.35,56.8,59.22,55.82,340810,19358230
EQTY,2019-01-04,58.53,58.87,59.66,58.52,190680,11225380
EQTY,2019-01-07,58.53,58.51,59.29,58.06,712076,41660581
EQTY,2019-01-08,57.79,56.94,58.18,55.26,264394,15054729
EQTY,2019-01-09,59.11,60.1,61.87,57.48,174999,10517538
EQTY,2019-01-10,55.75,56.75,57.31,54.42,734305,41669367
EQTY,2019-01-11,58.85,58.48,60.68,56.79,990198,57902720
EQTY,2019-01-14,56.46,56.71,57.38,56.03,842234,47759650
EQTY,2019-01-15,56.89,57.66,59.35,55.94,79519,4585416
EQTY,2019-01-16,57.5,57.14,58.99,55.2,204904,11708094
EQTY,2019-01-17,56.46,56.82,57.0,55.0,524080,29775840
EQTY,2019-01-18,57.76,58.06,59.84,56.88,244417,14190768
EQTY,2019-01-21,56.16,56.31,56.39,55.1,603453,33979938
EQTY,2019-01-22,59.64,59.97,60.06,58.99,110588,6632382
EQTY,2019-01-23,56.22,56.33,58.12,54.27,522552,29437294
EQTY,2019-01-24,57.46,56.98,57.79,55.61,726502,41398475
EQTY,2019-01-25,56.18,56.15,57.56,54.59,152513,8563804
EQTY,2019-01-28,56.29,55.44,57.92,53.94,607456,33677976
EQTY,2019-01-29,56.46,55.68,57.91,55.37,370701,20642287
EQTY,2019-01-30,55.86,56.1,57.66,54.86,402776,22596170
EQTY,2019-01-31,58.39,57.45,59.84,55.78,544820,31301264
EQTY,2019-02-01,57.07,57.61,58.74,55.31,972986,56057217
EQTY,2019-02-04,59.65,59.68,61.54,58.6,371732,22183193
EQTY,2019-02-05,56.0,55.11,57.87,54.05,683954,37689855
